Sefer,Perek,Title,Teacher
Tehillim,111,,Rabbi Ikey Tawil
Tehillim,112,,Rabbi Ikey Tawil
Tehillim,113,,Rabbi Ikey Tawil
Tehillim,114,,Rabbi Ikey Tawil
Tehillim,115,,Rabbi Ikey Tawil
Tehillim,116,,Rabbi Ikey Tawil
Tehillim,117,,Rabbi Ikey Tawil
Tehillim,118,,Rabbi Ikey Tawil
Tehillim,119a,,Rabbi David Tawil
Tehillim,119b,,Rabbi David Tawil
Tehillim,119c,,Rabbi David Tawil
Tehillim,119d,,Rabbi David Tawil
Tehillim,120,,Rabbi David Tawil
Tehillim,121,,Rabbi David Tawil
Tehillim,122,,Rabbi David Tawil
Tehillim,123,,Rabbi David Tawil
Tehillim,124,,Rabbi David Tawil
Tehillim,125,,Rabbi David Tawil
Tehillim,126,,Rabbi David Tawil
Tehillim,127,,Rabbi David Tawil
Tehillim,128,,Rabbi David Tawil
Tehillim,129,,Rabbi David Tawil
Tehillim,130,,Rabbi David Tawil
Tehillim,131,,Rabbi David Tawil
Tehillim,132,,Rabbi David Tawil
Tehillim,133,,Rabbi David Tawil
Tehillim,134,,Rabbi David Tawil
Tehillim,135,,Rabbi David Tawil
Tehillim,136,,Rabbi David Tawil
Tehillim,137,,Rabbi David Tawil
Tehillim,138,,Rabbi David Tawil
Tehillim,139,,Rabbi David Tawil
Tehillim,140,,Rabbi David Tawil
Tehillim,141,,Rabbi David Tawil
Tehillim,142,,Rabbi David Tawil
Tehillim,143,,Rabbi David Tawil
Tehillim,144,,Rabbi David Tawil
Tehillim,145,,Rabbi David Tawil
Tehillim,146,,Rabbi David Tawil
Tehillim,147,,Rabbi David Tawil
Tehillim,148,,Mr. Jesse Salem
Tehillim,149,The Battle Cry of a Hassid ,Mr. Michael Franco
Tehillim,150,,Rabbi David Tawil
Mishle,1a,,Mrs. Shani Taragin
Mishle,1b,,Mrs. Shani Taragin
Mishle,2,,Mrs. Shani Taragin
Mishle,3,,Mrs. Shani Taragin
Mishle,4,,Mrs. Shani Taragin
Mishle,5,,Mrs. Shani Taragin
Mishle,6,,Mrs. Shani Taragin
Mishle,7,,Mrs. Shani Taragin
Mishle,8,,Mrs. Shani Taragin
Mishle,9,,Mrs. Shani Taragin
Mishle,10a,,Mrs. Shani Taragin
Mishle,10b,,Mrs. Shani Taragin
Mishle,11,,Mrs. Shani Taragin
Mishle,12,,Dr. Yehudi Felman
Mishle,13,,Dr. Yehudi Felman
Mishle,14a,,Dr. Yehudi Felman
Mishle,14b,,Dr. Yehudi Felman
Mishle,15,,Dr. Yehudi Felman
Mishle,16,,Dr. Yehudi Felman
Mishle,17,,Dr. Yehudi Felman
Mishle,18,,Dr. Yehudi Felman
Mishle,19a,,Dr. Yehudi Felman
Mishle,19b,,Dr. Yehudi Felman
Mishle,20,,Dr. Yehudi Felman
Mishle,21,,Dr. Yehudi Felman
Mishle,22a,,Dr. Yehudi Felman
Mishle,22b,,Dr. Yehudi Felman
Mishle,23,,Dr. Yehudi Felman
Mishle,24a,,Dr. Yehudi Felman
Mishle,24b,,Dr. Yehudi Felman
Mishle,25,,Dr. Yehudi Felman
Mishle,26,,Dr. Yehudi Felman
Mishle,27,,Dr. Yehudi Felman
Mishle,28,,Dr. Yehudi Felman
Mishle,29,,Dr. Yehudi Felman
Mishle,30a,,Dr. Yehudi Felman
Mishle,30b,,Dr. Yehudi Felman
Mishle,31a,,Dr. Yehudi Felman
Mishle,31b,,Dr. Yehudi Felman
Iyov,1,,Rabbi Yitzchak Etshalom
Iyov,2,,Rabbi Yitzchak Etshalom
Iyov,3,,Rabbi Yitzchak Etshalom
Iyov,4,,Rabbi Yitzchak Etshalom
Iyov,5,,Rabbi Yitzchak Etshalom
Iyov,6,,Rabbi Yitzchak Etshalom
Iyov,7,,Rabbi Yitzchak Etshalom
Iyov,8,,Rabbi Yitzchak Etshalom
Iyov,9,,Rabbi Yitzchak Etshalom
Iyov,10,,Rabbi Yitzchak Etshalom
Iyov,11,,Rabbi Yitzchak Etshalom
Iyov,12,,Rabbi Yitzchak Etshalom
Iyov,13,,Rabbi Yitzchak Etshalom
Iyov,14,,Rabbi Yitzchak Etshalom
Iyov,15,,Rabbi Yitzchak Etshalom
Iyov,16,,Rabbi Yitzchak Etshalom
Iyov,17,,Rabbi Yitzchak Etshalom
Iyov,18,,Rabbi Yitzchak Etshalom
Iyov,19,,Rabbi Yitzchak Etshalom
Iyov,20,,Rabbi Yitzchak Etshalom
Iyov,21,,Rabbi Yitzchak Etshalom
Iyov,22,,Rabbi Yitzchak Etshalom
Iyov,23,,Rabbi Yitzchak Etshalom
Iyov,24,,Rabbi Yitzchak Etshalom
Iyov,25,,Rabbi Yitzchak Etshalom
Iyov,26,,Rabbi Yitzchak Etshalom
Iyov,27,,Rabbi Yitzchak Etshalom
Iyov,28,,Rabbi Yitzchak Etshalom
Iyov,29,,Rabbi Yitzchak Etshalom
Iyov,30,,Rabbi Yitzchak Etshalom
Iyov,31,,Rabbi Yitzchak Etshalom
Iyov,32,,Rabbi Yitzchak Etshalom
Iyov,33,,Rabbi Yitzchak Etshalom
Iyov,34,,Rabbi Yitzchak Etshalom
Iyov,35,,Rabbi Yitzchak Etshalom
Iyov,36,,Rabbi Yitzchak Etshalom
Iyov,37,,Rabbi Yitzchak Etshalom
Iyov,38,,Rabbi Yitzchak Etshalom
Iyov,39,,Rabbi Yitzchak Etshalom
Iyov,40,,Rabbi Yitzchak Etshalom
Iyov,41,,Rabbi Yitzchak Etshalom
Iyov,42,,Rabbi Yitzchak Etshalom
Shir Hashirim,Intro,Introduction to Song of Songs,Mr. Jesse Salem
Shir Hashirim,1a,Longing for the Days of Youthful Love,Mr. Jesse Salem
Shir Hashirim,1b,Their First Conversation: Royalty & Nature,Mr. Jesse Salem
Shir Hashirim,2,Spring: Love is in the Air ,Mr. Jesse Salem
Shir Hashirim,3,Sweet Dreams; The Bed of King Solomon,Mr. Jesse Salem
Shir Hashirim,4,“She’s Beautiful” & The Climactic Wedding,Mr. Jesse Salem
Shir Hashirim,5,My Beloved Knocks; He is so Handsome ,Mr. Jesse Salem
Shir Hashirim,6,“She’s Beautiful” ,Mr. Jesse Salem
Shir Hashirim,7,Materializing the Love ,Mr. Jesse Salem
Shir Hashirim,8,The Expression of Love & then ”Run Off”,Mr. Jesse Salem
Ruth,Intro,Introduction to Megilat Ruth,Rabbi Nathan Zaboulani
Ruth,1,Death and Emptiness,Rabbi Nathan Zaboulani
Ruth,2,Ruth in the Field of Boaz,Rabbi Nathan Zaboulani
Ruth,3,Naomi's Plan,Rabbi Nathan Zaboulani
Ruth,4,Life and Fullness ,Rabbi Nathan Zaboulani
Eichah,Intro,,Mr. David A. Cohen
Eichah,1,,Mr. David A. Cohen
Eichah,2,,Mr. David A. Cohen
Eichah,3,,Mr. David A. Cohen
Eichah,4,,Mr. David A. Cohen
Eichah,5,,Mr. David A. Cohen
Kohelet,Intro,,Mr. David A. Cohen
Kohelet,1,,Mr. David A. Cohen
Kohelet,2a,,Mr. David A. Cohen
Kohelet,2b,,Mr. David A. Cohen
Kohelet,3,,Mr. David A. Cohen
Kohelet,4,,Mr. David A. Cohen
Kohelet,5,,Mr. David A. Cohen
Kohelet,6,,Mr. David A. Cohen
Kohelet,7,,Mr. David A. Cohen
Kohelet,8,,Mr. David A. Cohen
Kohelet,9,,Mr. David A. Cohen
Kohelet,10,,Mr. David A. Cohen
Kohelet,11,,Mr. David A. Cohen
Kohelet,12,,Mr. David A. Cohen
Esther,1,,Rabbi Richard Tobias
Esther,2,,Rabbi Richard Tobias
Esther,3,,Rabbi Richard Tobias
Esther,4,,Rabbi Richard Tobias
Esther,5,,Rabbi Richard Tobias
Esther,6,,Rabbi Richard Tobias
Esther,7,,Rabbi Richard Tobias
Esther,8,,Rabbi Richard Tobias
Esther,9,,Rabbi Richard Tobias
Esther,10,,Rabbi Richard Tobias
Daniel,Intro,,Mrs. Gitta Neufeld
Daniel,1,,Mrs. Gitta Neufeld
Daniel,2a,,Mrs. Gitta Neufeld
Daniel,2b,,Mrs. Gitta Neufeld
Daniel,3,,Mrs. Gitta Neufeld
Daniel,4,,Mrs. Gitta Neufeld
Daniel,5,,Mrs. Gitta Neufeld
Daniel,6,,Mrs. Gitta Neufeld
Daniel,7a,,Mrs. Gitta Neufeld
Daniel,7b,,Mrs. Gitta Neufeld
Daniel,8,,Mrs. Gitta Neufeld
Daniel,9,,Mrs. Gitta Neufeld
Daniel,10,,Mrs. Gitta Neufeld
Daniel,11a,,Mrs. Gitta Neufeld
Daniel,11b,,Mrs. Gitta Neufeld
Daniel,12,,Mrs. Gitta Neufeld
Ezra,1,,Rabbi Avraham Benhamu
Ezra,2,,Rabbi Avraham Benhamu
Ezra,3,,Rabbi Avraham Benhamu
Ezra,4,,Rabbi Avraham Benhamu
Ezra,5,,Rabbi Avraham Benhamu
Ezra,6,,Rabbi Avraham Benhamu
Ezra,7,,Rabbi Avraham Benhamu
Ezra,8,,Rabbi Avraham Benhamu
Ezra,9,,Rabbi Avraham Benhamu
Ezra,10,,Rabbi Avraham Benhamu
Nehemya,1,,Mr. Josh Setton
Nehemya,2,,Mr. Josh Setton
Nehemya,3,,Mr. Josh Setton
Nehemya,4,,Mr. Josh Setton
Nehemya,5,,Mr. Josh Setton
Nehemya,6,,Mr. Josh Setton
Nehemya,7,,Mr. Josh Setton
Nehemya,8,,Mr. Josh Setton
Nehemya,9,,Mr. Josh Setton
Nehemya,10,,Mr. Josh Setton
Nehemya,11,,Mr. Josh Setton
Nehemya,12,,Mr. Josh Setton
Nehemya,13,,Mr. Josh Setton
